G_repr,G_use,R_actual,R_core,R_head,R_probe,alpha,checkpoint,d_z,lr,momentum,optimizer,optimizer_config,preference_margin,q_hat,rho_bar,seed,shortcut_reliance,sigma_c,source_prefers_shortcut_predicted,source_risk
0.12630377234387308,0.05571126615003391,0.3243819566298895,0.10500406526539778,0.2686706904798556,0.23130783760927084,1.0,1000,2,0.001,0.0,adam,adam_slow,-0.023828124999999978,0.923828125,0.9,10,0.18434797359325797,0.0,False,0.04963170589036032
0.014348956610154825,0.0428060743515532,0.1894389494512931,0.10500406526539778,0.1466328750997399,0.1193530218755526,1.0,2000,2,0.001,0.0,adam,adam_slow,-0.05996093749999998,0.9599609375,0.9,10,0.09164673379776395,0.0,False,0.018616322531386863
0.03205563006100433,0.17772302590008954,0.31794743792480507,0.10500406526539778,0.14022441202471553,0.1370596953264021,1.0,5000,2,0.001,0.0,adam,adam_slow,-0.05703124999999998,0.95703125,0.9,10,0.07292907719207116,0.0,False,0.0017387348839144577
0.529508799081152,0.05614728466586871,0.7416338259018321,0.09618203998683161,0.6854865412359634,0.6256908390679836,1.0,0,2,0.05,0.0,sgd,sgd_fast,0.28671875,0.61328125,0.9,11,0.01580741664484952,0.0,True,0.701567089477776
0.6052071761769864,0.27573245194038276,1.0523743743542964,0.09618203998683161,0.7766419224139136,0.701389216163818,1.0,100,2,0.05,0.0,sgd,sgd_fast,0.288671875,0.611328125,0.9,11,0.36095306592654974,0.0,True,0.4333932001352703
0.4321842160608137,0.9908050394717474,1.8083610658235347,0.09618203998683161,0.8175560263517874,0.5283662560476453,1.0,250,2,0.05,0.0,sgd,sgd_fast,0.15195312500000002,0.748046875,0.9,11,0.7667566720309822,0.0,True,0.25511799863710094
0.4852273646896632,0.48258192651011544,1.3524707942255068,0.09618203998683161,0.8698888677153913,0.5814094046764948,1.0,500,2,0.05,0.0,sgd,sgd_fast,0.11240234375000002,0.78759765625,0.9,11,0.6593446727540864,0.0,True,0.18622678609144516
0.42836833050655954,0.04795791466732591,0.5866644133571759,0.09618203998683161,0.53870649868985,0.5245503704933911,1.0,1000,2,0.05,0.0,sgd,sgd_fast,0.11142578125000002,0.78857421875,0.9,11,0.3370515581454141,0.0,True,0.08849861539775325
0.18706080979201123,-0.005937956455831672,0.29059226741822847,0.09618203998683161,0.29653022387406014,0.28324284977884284,1.0,2000,2,0.05,0.0,sgd,sgd_fast,-0.0018554687499999778,0.90185546875,0.9,11,0.17293870889607926,0.0,False,0.04151102645019299
0.07307642702161787,-0.008151090472746758,0.18182752977844469,0.09618203998683161,0.18997862025119144,0.1692584670084495,1.0,5000,2,0.05,0.0,sgd,sgd_fast,-0.04189453124999998,0.94189453125,0.9,11,0.0979013813966838,0.0,False,0.01732170088734141
0.529508799081152,0.05614728466586871,0.7416338259018321,0.09618203998683161,0.6854865412359634,0.6256908390679836,1.0,0,2,0.01,0.0,sgd,sgd_slow,0.28671875,0.61328125,0.9,11,0.01580741664484952,0.0,True,0.701567089477776
0.6302573075298652,0.019068596386583758,0.7513600675995413,0.09618203998683161,0.7322914712129576,0.7264393475166968,1.0,100,2,0.01,0.0,sgd,sgd_slow,0.31015625,0.58984375,0.9,11,0.04432944529763144,0.0,True,0.6641250207939873
0.6522595437585507,0.0370498169139426,0.8041686306857605,0.09618203998683161,0.7671188137718179,0.7484415837453823,1.0,250,2,0.01,0.0,sgd,sgd_slow,0.323828125,0.576171875,0.9,11,0.11676461744157164,0.0,True,0.5999848323415351
0.6024239385710783,0.27883143418797607,1.055561394249511,0.09618203998683161,0.7767299600615349,0.69860597855791,1.0,500,2,0.01,0.0,sgd,sgd_slow,0.28232421875,0.61767578125,0.9,11,0.3635630190524639,0.0,True,0.4318864911391881
0.49151909721410936,0.976346314195162,1.7736880757418898,0.09618203998683161,0.7973417615467278,0.587701137200941,1.0,1000,2,0.01,0.0,sgd,sgd_slow,0.19052734375000002,0.70947265625,0.9,11,0.7461125863166984,0.0,True,0.2702219894538811
0.39860560405319256,0.7092438859658672,1.575635747585058,0.09618203998683161,0.8663918616191908,0.4947876440400242,1.0,2000,2,0.01,0.0,sgd,sgd_slow,0.10800781250000002,0.7919921875,0.9,11,0.7240484975287274,0.0,True,0.21482111161798367
0.42802527274873325,0.04780832289907333,0.5862972015982078,0.09618203998683161,0.5384888786991344,0.5242073127355649,1.0,5000,2,0.01,0.0,sgd,sgd_slow,0.11142578125000002,0.78857421875,0.9,11,0.3368502092199681,0.0,True,0.08844340974478417
0.529508799081152,0.05614728466586871,0.7416338259018321,0.09618203998683161,0.6854865412359634,0.6256908390679836,1.0,0,2,0.05,0.9,sgd,sgd_momentum,0.28671875,0.61328125,0.9,11,0.01580741664484952,0.0,True,0.701567089477776
0.524243114308613,0.10678815627891158,0.7573825162585461,0.09618203998683161,0.6505943599796346,0.6204251542954446,1.0,100,2,0.05,0.9,sgd,sgd_momentum,0.17099609375000002,0.72900390625,0.9,11,0.4193671304174225,0.0,True,0.11222745974667594
0.15149208523700483,0.0002587376873210423,0.25732017371643834,0.09618203998683161,0.2570614360291173,0.24767412522383644,1.0,250,2,0.05,0.9,sgd,sgd_momentum,-0.014550781249999978,0.91455078125,0.9,11,0.15009242931298117,0.0,False,0.034008647789753446
0.07559324328359929,4.3962064742469886e-05,0.18707628139991478,0.09618203998683161,0.1870323193351723,0.1717752832704309,1.0,500,2,0.05,0.9,sgd,sgd_momentum,-0.04091796874999998,0.94091796875,0.9,11,0.0987032596835309,0.0,False,0.01763662686892324
0.03656439815165527,0.012565751288081572,0.16067911502420984,0.09618203998683161,0.14811336373612827,0.13274643813848688,1.0,1000,2,0.05,0.9,sgd,sgd_momentum,-0.05068359374999998,0.95068359375,0.9,11,0.07538025149959976,0.0,False,0.008899824003521553
0.017298254587178874,0.03243297896344316,0.15896200851789305,0.09618203998683161,0.1265290295544499,0.11348029457401049,1.0,2000,2,0.05,0.9,sgd,sgd_momentum,-0.05849609374999998,0.95849609375,0.9,11,0.06565712289658356,0.0,False,0.003914474209866683
0.015838508228018466,0.0964157307780902,0.21580050931746206,0.09618203998683161,0.11938477853937186,0.11202054821485008,1.0,5000,2,0.05,0.9,sgd,sgd_momentum,-0.05751953124999998,0.95751953125,0.9,11,0.06558744051911208,0.0,False,0.0011069118103057226
0.529508799081152,0.05614728466586871,0.7416338259018321,0.09618203998683161,0.6854865412359634,0.6256908390679836,1.0,0,2,0.003,0.0,adam,adam_default,0.28671875,0.61328125,0.9,11,0.01580741664484952,0.0,True,0.701567089477776
0.4113214605421258,0.6710712326801731,1.5550843672836165,0.09618203998683161,0.8840131346034434,0.5075035005289574,1.0,100,2,0.003,0.0,adam,adam_default,0.09433593750000002,0.8056640625,0.9,11,0.7123244113198068,0.0,True,0.22291003949389734
0.21329688447181328,-0.010477429288542006,0.4805045799534366,0.09618203998683161,0.4909820092419786,0.3094789244586449,1.0,250,2,0.003,0.0,adam,adam_default,9.76562500000222e-05,0.89990234375,0.9,11,0.28635847075005094,0.0,True,0.07125664468553397
0.09159733602727033,-0.031897893080775286,0.24905977961789727,0.09618203998683161,0.28095767269867256,0.18777937601410194,1.0,500,2,0.003,0.0,adam,adam_default,-0.03603515624999998,0.93603515625,0.9,11,0.14628868646911064,0.0,False,0.029872418667582126
0.04547236024959056,-0.0019079328459947753,0.19856592524540928,0.09618203998683161,0.20047385809140406,0.14165440023642217,1.0,1000,2,0.003,0.0,adam,adam_default,-0.05068359374999998,0.95068359375,0.9,11,0.09458325859575428,0.0,False,0.01078488827775776
0.026688807507718806,0.07268303402400977,0.24256761660823278,0.09618203998683161,0.169884582584223,0.12287084749455042,1.0,2000,2,0.003,0.0,adam,adam_default,-0.05263671874999998,0.95263671875,0.9,11,0.07804700654463534,0.0,False,0.0026689482234422924
0.00969942701581479,0.2877051483491561,0.449903368358884,0.09618203998683161,0.1621982200097279,0.1058814670026464,1.0,5000,2,0.003,0.0,adam,adam_default,-0.06142578124999998,0.96142578125,0.9,11,0.07498460515972828,0.0,False,0.00010910163850834704
0.529508799081152,0.05614728466586871,0.7416338259018321,0.09618203998683161,0.6854865412359634,0.6256908390679836,1.0,0,2,0.001,0.0,adam,adam_slow,0.28671875,0.61328125,0.9,11,0.01580741664484952,0.0,True,0.701567089477776
0.6100204279042369,0.19477725566708637,0.9906580879698663,0.09618203998683161,0.79588083230278,0.7062024678910686,1.0,100,2,0.001,0.0,adam,adam_slow,0.24521484375000002,0.65478515625,0.9,11,0.27059438681282877,0.0,True,0.49752512091898166
0.3659271369866688,0.6311084501077875,1.5042172927046922,0.09618203998683161,0.8731088425969047,0.4621091769735004,1.0,250,2,0.001,0.0,adam,adam_slow,0.08798828125000002,0.81201171875,0.9,11,0.6860456153517314,0.0,True,0.2400719803606085
0.3568329811142324,0.06250274335364392,0.7714143052809752,0.09618203998683161,0.7089115619273313,0.453015021101064,1.0,500,2,0.001,0.0,adam,adam_slow,0.024023437500000022,0.8759765625,0.9,11,0.4364525194323016,0.0,True,0.11756409818547467
0.1546496427156483,-0.025569551481621877,0.3391755407772242,0.09618203998683161,0.3647450922588461,0.2508316827024799,1.0,1000,2,0.001,0.0,adam,adam_slow,-0.014550781249999978,0.91455078125,0.9,11,0.20467397334311666,0.0,False,0.047242175693142104
0.07478543087853318,-0.006377861299887322,0.2129322636277753,0.09618203998683161,0.2193101249276626,0.1709674708653648,1.0,2000,2,0.001,0.0,adam,adam_slow,-0.04335937499999998,0.943359375,0.9,11,0.11008528156301264,0.0,False,0.016929180810029948
0.03851260924501598,0.11285871018742089,0.2707816118848768,0.09618203998683161,0.15792290169745593,0.1346946492318476,1.0,5000,2,0.001,0.0,adam,adam_slow,-0.04873046874999998,0.94873046875,0.9,11,0.07808208968497085,0.0,False,0.0015246121403497865
0.5864133548644194,0.010712006257601714,0.7166305025923377,0.10857903828538698,0.705918496334736,0.6949923931498063,1.0,0,2,0.05,0.0,sgd,sgd_fast,0.323828125,0.576171875,0.9,12,0.009992753779081107,0.0,True,0.7061265493237393
0.5256547715629986,0.23782798816981598,0.9738559988013138,0.10857903828538698,0.7360280106314978,0.6342338098483855,1.0,100,2,0.05,0.0,sgd,sgd_fast,0.2515625,0.6484375,0.9,12,0.2909646938683681,0.0,True,0.48788518693149036
0.47998659030092594,0.7065814445406398,1.4443914366596513,0.10857903828538698,0.7378099921190115,0.5885656285863129,1.0,250,2,0.05,0.0,sgd,sgd_fast,0.20273437500000002,0.697265625,0.9,12,0.5905624751330425,0.0,True,0.34576127685675656
0.46270276700714097,0.5842961054364866,1.3565111948958446,0.10857903828538698,0.772215089459358,0.5712818052925279,1.0,500,2,0.05,0.0,sgd,sgd_fast,0.13828125000000002,0.76171875,0.9,12,0.6175711628982444,0.0,True,0.26391909751667847
0.42459370642349314,0.06690046198183164,0.6959777571204602,0.10857903828538698,0.6290772951386285,0.5331727447088801,1.0,1000,2,0.05,0.0,sgd,sgd_fast,0.07919921875000002,0.82080078125,0.9,12,0.3653757056230539,0.0,True,0.13439926859371298
0.17354053904235608,-0.11195916156430485,0.33563894473423905,0.10857903828538698,0.4475981062985439,0.28211957732774307,1.0,2000,2,0.05,0.0,sgd,sgd_fast,-0.014550781249999978,0.91455078125,0.9,12,0.17717227705110697,0.0,False,0.06066600030809102
0.04822198384533968,-0.18506911448715385,0.18247348246373546,0.10857903828538698,0.3675425969508893,0.15680102213072666,1.0,5000,2,0.05,0.0,sgd,sgd_fast,-0.05166015624999998,0.95166015625,0.9,12,0.09474418896599307,0.0,False,0.023165935420742398
0.5864133548644194,0.010712006257601714,0.7166305025923377,0.10857903828538698,0.705918496334736,0.6949923931498063,1.0,0,2,0.01,0.0,sgd,sgd_slow,0.323828125,0.576171875,0.9,12,0.009992753779081107,0.0,True,0.7061265493237393
0.5915164794302664,-0.0010354887263069879,0.7194620166714097,0.10857903828538698,0.7204975053977167,0.7000955177156534,1.0,100,2,0.01,0.0,sgd,sgd_slow,0.32041015625,0.57958984375,0.9,12,0.029287766133856932,0.0,True,0.6754043394537219
0.5746402841071945,0.02365305072668278,0.7576940177735174,0.10857903828538698,0.7340409670468346,0.6832193223925814,1.0,250,2,0.01,0.0,sgd,sgd_slow,0.276953125,0.623046875,0.9,12,0.08786788431467998,0.0,True,0.6175642397755319
0.524040503828143,0.24012496766984637,0.9761266174284975,0.10857903828538698,0.7360016497586511,0.63261954211353,1.0,500,2,0.01,0.0,sgd,sgd_slow,0.2505859375,0.6494140625,0.9,12,0.2928987951273182,0.0,True,0.48677240236280733
0.4993689895051242,0.6486155458272045,1.3823210202874179,0.10857903828538698,0.7337054744602134,0.6079480277905112,1.0,1000,2,0.01,0.0,sgd,sgd_slow,0.21689453125000002,0.68310546875,0.9,12,0.5458803175211324,0.0,True,0.3711257060049588
0.4474418891770612,0.6896528628173135,1.445984262672027,0.10857903828538698,0.7563313998547134,0.5560209274624481,1.0,2000,2,0.01,0.0,sgd,sgd_slow,0.14902343750000002,0.7509765625,0.9,12,0.6325877370120874,0.0,True,0.29361168458030834
0.42393256275724434,0.06660340878352988,0.6954319670700986,0.10857903828538698,0.6288285582865687,0.5325116010426313,1.0,5000,2,0.01,0.0,sgd,sgd_slow,0.07871093750000002,0.8212890625,0.9,12,0.3650976394030959,0.0,True,0.13430173993472322
0.5864133548644194,0.010712006257601714,0.7166305025923377,0.10857903828538698,0.705918496334736,0.6949923931498063,1.0,0,2,0.05,0.9,sgd,sgd_momentum,0.323828125,0.576171875,0.9,12,0.009992753779081107,0.0,True,0.7061265493237393
0.5227051952787513,0.227922611986227,0.944511239023158,0.10857903828538698,0.716588627036931,0.6312842335641382,1.0,100,2,0.05,0.9,sgd,sgd_momentum,0.12167968750000002,0.7783203125,0.9,12,0.47513002085226064,0.0,True,0.17667519731151843
0.13846577120120665,-0.13454130498582717,0.2864592292246789,0.10857903828538698,0.4210005342105061,0.24704480948659363,1.0,250,2,0.05,0.9,sgd,sgd_momentum,-0.03212890624999998,0.93212890625,0.9,12,0.15002600052959392,0.0,False,0.05018518484497291
0.04251561472281626,-0.18579690442385777,0.18005985491253157,0.10857903828538698,0.36585675933638934,0.15109465300820324,1.0,500,2,0.05,0.9,sgd,sgd_momentum,-0.05556640624999998,0.95556640625,0.9,12,0.09333524010895729,0.0,False,0.023473489684479713
0.006818935346281613,-0.1943941730980927,0.1495596551682411,0.10857903828538698,0.3439538282663338,0.1153979736316686,1.0,1000,2,0.05,0.9,sgd,sgd_momentum,-0.06728515624999998,0.96728515625,0.9,12,0.07067708596156713,0.0,False,0.010073717566052184
0.0021746634538770404,-0.18774484426040416,0.15542120982026975,0.10857903828538698,0.3431660540806739,0.11075370173926402,1.0,2000,2,0.05,0.9,sgd,sgd_momentum,-0.07167968749999998,0.9716796875,0.9,12,0.059964200153088065,0.0,False,0.004059846686505793
0.00671036796426748,-0.17032735235225704,0.1743821723440534,0.10857903828538698,0.34470952469631044,0.11528940624965446,1.0,5000,2,0.05,0.9,sgd,sgd_momentum,-0.06679687499999998,0.966796875,0.9,12,0.053428037432321704,0.0,False,0.0012027411473791382
0.5864133548644194,0.010712006257601714,0.7166305025923377,0.10857903828538698,0.705918496334736,0.6949923931498063,1.0,0,2,0.003,0.0,adam,adam_default,0.323828125,0.576171875,0.9,12,0.009992753779081107,0.0,True,0.7061265493237393
0.5057276218574891,0.5213451152168881,1.2876902360762568,0.10857903828538698,0.7663451208593687,0.614306660142876,1.0,100,2,0.003,0.0,adam,adam_default,0.19296875000000002,0.70703125,0.9,12,0.4805525165814239,0.0,True,0.3866094785131303
0.22248350829099459,-0.053661671595630955,0.4992986419612774,0.10857903828538698,0.5529603135569083,0.33106254657638157,1.0,250,2,0.003,0.0,adam,adam_default,0.003515625000000022,0.896484375,0.9,12,0.18691761140407234,0.0,True,0.19950624968860922
0.08523999977297123,-0.17830774779711406,0.2680940068693494,0.10857903828538698,0.4464017546664635,0.1938190380583582,1.0,500,2,0.003,0.0,adam,adam_default,-0.04580078124999998,0.94580078125,0.9,12,0.09787265806950375,0.0,False,0.10639825540508058
0.025351655911258014,-0.2564125053799743,0.16336924755087123,0.10857903828538698,0.4197817529308455,0.133930694196645,1.0,1000,2,0.003,0.0,adam,adam_default,-0.06728515624999998,0.96728515625,0.9,12,0.062330428752009906,0.0,False,0.04508525088355228
0.016701119220686927,-0.2535801388264446,0.16022812236307157,0.10857903828538698,0.4138082611895162,0.1252801575060739,1.0,2000,2,0.003,0.0,adam,adam_default,-0.07265624999999998,0.97265625,0.9,12,0.05120895159197618,0.0,False,0.014376177122062888
0.018530346418589555,-0.15935983931282233,0.25129001453155886,0.10857903828538698,0.4106498538443812,0.12710938470397654,1.0,5000,2,0.003,0.0,adam,adam_default,-0.07119140624999998,0.97119140625,0.9,12,0.04758689606491687,0.0,False,0.0018714267713391044
0.5864133548644194,0.010712006257601714,0.7166305025923377,0.10857903828538698,0.705918496334736,0.6949923931498063,1.0,0,2,0.001,0.0,adam,adam_slow,0.323828125,0.576171875,0.9,12,0.009992753779081107,0.0,True,0.7061265493237393
0.5238200403841252,0.12562806403154558,0.8587836022177223,0.10857903828538698,0.7331555381861767,0.6323990786695122,1.0,100,2,0.001,0.0,adam,adam_slow,0.22617187500000002,0.673828125,0.9,12,0.1940821575385579,0.0,True,0.5439730845916423
0.46499717404175633,0.5391081688182111,1.291625925558484,0.10857903828538698,0.752517756740273,0.5735762123271433,1.0,250,2,0.001,0.0,adam,adam_slow,0.16660156250000002,0.7333984375,0.9,12,0.47761414306606986,0.0,True,0.391369626381811
0.44921971553078055,0.04695988570951681,0.7428745646024062,0.10857903828538698,0.6959146788928894,0.5577987538161675,1.0,500,2,0.001,0.0,adam,adam_slow,0.09775390625000002,0.80224609375,0.9,12,0.2975329751732914,0.0,True,0.2642447811560645
0.18984565784880167,-0.10762669731543129,0.37447085797493856,0.10857903828538698,0.48209755529036985,0.29842469613418865,1.0,1000,2,0.001,0.0,adam,adam_slow,-0.0013671874999999778,0.9013671875,0.9,12,0.13852894425624204,0.0,False,0.15088940090213335
0.056584331819896,-0.21869339205282573,0.20510010400114564,0.10857903828538698,0.4237934960539714,0.16516337010528298,1.0,2000,2,0.001,0.0,adam,adam_slow,-0.05361328124999998,0.95361328125,0.9,12,0.07622671166940428,0.0,False,0.07203291601607206
0.0272608658420275,-0.2303028239495345,0.175997876765153,0.10857903828538698,0.4063007007146875,0.13583990412741448,1.0,5000,2,0.001,0.0,adam,adam_slow,-0.06874999999999998,0.96875,0.9,12,0.0550483483202988,0.0,False,0.013597186757386295
0.4485898505160713,0.011365837891089248,0.689819218224189,0.10500406526539778,0.6784533803330998,0.5535939157814691,1.0,0,8,0.05,0.0,sgd,sgd_fast,0.22763671875000002,0.67236328125,0.9,10,0.025204764031879226,0.0,True,0.7293265805667417
0.5147149926538824,0.014950879684158203,0.704309175102242,0.10500406526539778,0.6893582954180838,0.6197190579192802,1.0,100,8,0.05,0.0,sgd,sgd_fast,0.261328125,0.638671875,0.9,10,0.017663126285896273,0.0,True,0.6781046893121323
0.5138427797939368,0.4224667476417381,1.1397531044044351,0.10500406526539778,0.717286356762697,0.6188468450593345,1.0,250,8,0.05,0.0,sgd,sgd_fast,0.24667968750000002,0.6533203125,0.9,10,0.3994141064485547,0.0,True,0.4441516633793867
0.41536276039782566,0.9272555096216857,1.6709210186420316,0.10500406526539778,0.7436655090203459,0.5203668256632235,1.0,500,8,0.05,0.0,sgd,sgd_fast,0.14951171875000002,0.75048828125,0.9,10,0.7261412053229308,0.0,True,0.29126689246308746
