seed,method,beta,checkpoint_step,checkpoint_fraction,source_env1_accuracy,source_env2_accuracy,mean_source_accuracy,worst_source_accuracy,target_accuracy,source_loss,regularizer_magnitude,erm_gradient_norm,penalty_gradient_norm,total_update_norm,raw_gradient_disagreement,local_response_disagreement,response_vector_norm,hessian_min_eigenvalue,hessian_max_eigenvalue,damped_condition_number,damping,curvature_object,random_trace_relative_error,random_fro_relative_error,counterfactual_color_response,target_metric_use,train_penalty_raw_gradient_disagreement,train_penalty_local_response_disagreement,train_penalty_response_vector_norm,train_penalty_hessian_min_eigenvalue,train_penalty_hessian_max_eigenvalue,train_penalty_damped_condition_number,train_penalty_damping,train_penalty_curvature_object,train_penalty_random_trace_relative_error,train_penalty_random_fro_relative_error
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.5973493456840515,0.000685565872117877,0.44001755118370056,0.0065801371820271015,0.44001245498657227,0.0006855659303255379,0.019567517563700676,8.747611045837402,0.00013303343510464097,0.7503597127905837,5640.384405622303,0.0001330432568846101,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.259246526454724e-16,5.836575797602756e-16,0.04570569843053818,posthoc_after_source_selection_rule_defined,0.0006855659303255379,0.019567517563700676,0.026183314621448517,0.00013303343510464097,0.7503597127905837,5640.384405622303,0.0001330432568846101,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.5171138048171997,0.0030967050697654486,0.5914307832717896,0.024151481688022614,0.5914137959480286,0.0030967053025960922,0.020085103809833527,5.6654887199401855,0.0002612554644621877,1.2411706842049697,4750.7932006704805,0.0002612878695469011,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.2748399609477327e-16,1.6682531601782262e-15,0.20685268938541412,posthoc_after_source_selection_rule_defined,0.0030967053025960922,0.020085103809833527,0.05564804747700691,0.0002612554644621877,1.2411706842049697,4750.7932006704805,0.0002612878695469011,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,UNPRECONDITIONED_GRAD_ALIGN,0.001,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.44390201568603516,0.00942271202802658,0.7286553382873535,0.07521229982376099,0.7286895513534546,0.009422712959349155,0.018732160329818726,4.097097396850586,0.00048404608238624954,2.0600636261091867,4255.924592868284,0.0004840750439148961,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.6514805541655635e-15,2.2672600111328237e-15,0.5892200469970703,posthoc_after_source_selection_rule_defined,0.009422712959349155,0.018732160329818726,0.09707065671682358,0.00048404608238624954,2.0600636261091867,4255.924592868284,0.0004840750439148961,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,LOCAL_RESPONSE,0.001,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.5400000214576721,0.6765478849411011,0.028987346217036247,0.18129698932170868,1.644675612449646,0.1815565675497055,0.00023913885524962097,0.028987346217036247,13.996447563171387,8.118141173588263e-05,0.5321780248624831,6555.417225237258,8.121150375285899e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.050819169799952e-16,6.258458684517556e-16,0.000618330726865679,posthoc_after_source_selection_rule_defined,0.00023913885524962097,0.028987346217036247,13.996447563171387,8.118141173588263e-05,0.5321780248624831,6555.417225237258,8.121150375285899e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,LOCAL_RESPONSE,0.001,4,0.25,0.8974999785423279,0.8199999928474426,0.8587499856948853,0.8199999928474426,0.19142857193946838,0.6576073169708252,0.02868695743381977,0.24403339624404907,1.6300150156021118,0.24425944685935974,0.00026931657339446247,0.02868695743381977,13.473764419555664,8.824122153531633e-05,0.5668363360099234,6423.713613065312,8.824422507490399e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,7.549507452222371e-16,1.1747912139606019e-15,0.004345350433140993,posthoc_after_source_selection_rule_defined,0.00026931657339446247,0.02868695743381977,13.473764419555664,8.824122153531633e-05,0.5668363360099234,6423.713613065312,8.824422507490399e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,LOCAL_RESPONSE,0.001,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.5985715389251709,0.02111607976257801,0.4362858235836029,1.8002976179122925,0.4363355040550232,0.0006690459558740258,0.02111607976257801,9.253721237182617,0.00012998295422178457,0.7379440390152682,5677.237014910006,0.00012999256127372837,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.0249823963630385e-15,2.970956391032011e-16,0.044172145426273346,posthoc_after_source_selection_rule_defined,0.0006690459558740258,0.02111607976257801,9.253721237182617,0.00012998295422178457,0.7379440390152682,5677.237014910006,0.00012999256127372837,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,LOCAL_RESPONSE,0.001,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.5190351605415344,0.01921716332435608,0.5860437750816345,1.0170844793319702,0.5859698057174683,0.0029007485136389732,0.01921716332435608,5.598757743835449,0.00024837690148086855,1.1816848246315002,4757.627692374286,0.00024840534692912393,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.3409542971888173e-16,5.260318627234093e-16,0.20024771988391876,posthoc_after_source_selection_rule_defined,0.0029007485136389732,0.01921716332435608,5.598757743835449,0.00024837690148086855,1.1816848246315002,4757.627692374286,0.00024840534692912393,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,LOCAL_RESPONSE,0.001,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.4455428421497345,0.0188584066927433,0.7297361493110657,0.7333739995956421,0.7297943830490112,0.008951530791819096,0.0188584066927433,4.225788593292236,0.00046075338550036324,1.9543504406710837,4241.640977957704,0.0004607886392058748,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,7.228915582279859e-16,1.192322271448313e-15,0.5748488306999207,posthoc_after_source_selection_rule_defined,0.008951530791819096,0.0188584066927433,4.225788593292236,0.00046075338550036324,1.9543504406710837,4241.640977957704,0.0004607886392058748,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,RANDOM_METRIC,0.01,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.5400000214576721,0.6854318380355835,2.8014185428619385,0.1359870731830597,4.519270420074463,0.14671097695827484,0.00022261939011514187,0.016879187896847725,11.734720230102539,7.605241338714442e-05,0.5015043464371267,6594.193715907757,7.606754822955835e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.189502785103909e-16,2.2137829769033305e-16,3.130431650788523e-05,posthoc_after_source_selection_rule_defined,0.00022261939011514187,0.016879187896847725,189.85546875,7.605241338714442e-05,0.5015043464371267,6594.193715907757,7.606754822955835e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.189502785103909e-16,2.2137829769033305e-16
0,RANDOM_METRIC,0.01,4,0.25,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.5400000214576721,0.6821072101593018,2.8126449584960938,0.16554787755012512,3.4988811016082764,0.1715063452720642,0.00021984244813211262,0.008573636412620544,6.470887660980225,7.602787591792249e-05,0.5007783313449002,6586.772618579088,7.602991979380613e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.1905864054089424e-16,0.0,0.0001700832654023543,posthoc_after_source_selection_rule_defined,0.00021984244813211262,0.008573636412620544,191.24456787109375,7.602787591792249e-05,0.5007783313449002,6586.772618579088,7.602991979380613e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,2.1905864054089424e-16,0.0
0,RANDOM_METRIC,0.01,8,0.5,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.5400000214576721,0.6734603643417358,2.868037700653076,0.16893938183784485,6.625459671020508,0.15940816700458527,0.0002285909140482545,0.013590995222330093,8.166787147521973,7.740745422156996e-05,0.5065398968803358,6543.812892107568,7.740845348993902e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.454725596331319e-16,0.0,0.0009604782680980861,posthoc_after_source_selection_rule_defined,0.0002285909140482545,0.013590995222330093,191.46278381347656,7.740745422156996e-05,0.5065398968803358,6543.812892107568,7.740845348993902e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,6.454725596331319e-16,0.0
0,RANDOM_METRIC,0.01,12,0.75,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.5400000214576721,0.6655426621437073,2.9879212379455566,0.20293474197387695,7.993811130523682,0.16593191027641296,0.00024214964651037008,0.011013073846697807,5.613144874572754,7.876921306794247e-05,0.5105436367646095,6481.512470160638,7.87711564319607e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.457415950139219e-16,4.348482122929185e-16,0.0022722070571035147,posthoc_after_source_selection_rule_defined,0.00024214964651037008,0.011013073846697807,193.9081573486328,7.876921306794247e-05,0.5105436367646095,6481.512470160638,7.87711564319607e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.457415950139219e-16,4.348482122929185e-16
0,RANDOM_METRIC,0.01,16,1.0,0.9049999713897705,0.8125,0.8587499856948853,0.8125,0.20999999344348907,0.6577242612838745,3.008516311645508,0.24857889115810394,12.918436050415039,0.2010543942451477,0.0002592450473457575,0.00938401184976101,4.424584865570068,8.384402970016411e-05,0.533456815819539,6362.490182392734,8.38460134621004e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.9727615381481914e-16,4.159653649217781e-16,0.004526813514530659,posthoc_after_source_selection_rule_defined,0.0002592450473457575,0.00938401184976101,188.79745483398438,8.384402970016411e-05,0.533456815819539,6362.490182392734,8.38460134621004e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.9727615381481914e-16,4.159653649217781e-16
0,SHUFFLED_LOCAL_RESPONSE,0.001,2,0.125,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.5400000214576721,0.6764798164367676,0.04936296492815018,0.17971214652061462,6.083414554595947,0.17961229383945465,0.00023713534756097943,0.029168149456381798,14.064159393310547,8.073831886994259e-05,0.5292659089223036,6555.324860985429,8.074327503422727e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,8.250847324884603e-16,4.1952694543193866e-16,0.0006255683256313205,posthoc_after_source_selection_rule_defined,0.005488574039191008,0.04936296492815018,15.609501838684082,8.074096614633512e-05,0.5292658805166977,6555.109577924233,8.074327125072931e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,SHUFFLED_LOCAL_RESPONSE,0.001,4,0.25,0.8974999785423279,0.8174999952316284,0.8574999868869781,0.8174999952316284,0.19428572058677673,0.6573823094367981,0.052528493106365204,0.24334058165550232,6.233418941497803,0.24344423413276672,0.00026457110652700067,0.028026441112160683,13.245152473449707,8.705082924430684e-05,0.5591215238790587,6422.93162205144,8.70539710564172e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.739546628954154e-16,0.0,0.004375348798930645,posthoc_after_source_selection_rule_defined,0.005434652790427208,0.052528493106365204,15.972110748291016,8.704772784340497e-05,0.5591215269437003,6423.160498221566,8.705397011274753e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,SHUFFLED_LOCAL_RESPONSE,0.001,8,0.5,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.5983253717422485,0.043959032744169235,0.4356745481491089,4.524463653564453,0.43565332889556885,0.0006550995749421418,0.019347066059708595,8.698039054870605,0.0001278207328370074,0.7244296564622266,5667.544226850853,0.0001278268802685268,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,5.211739764117563e-16,1.058914323520872e-15,0.04448346421122551,posthoc_after_source_selection_rule_defined,0.005570942535996437,0.043959032744169235,12.374244689941406,0.00012782361323355963,0.7244296783273173,5667.416684612393,0.00012782688541902287,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,SHUFFLED_LOCAL_RESPONSE,0.001,12,0.75,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.5187966823577881,0.027635972946882248,0.5849239230155945,2.6778383255004883,0.5849944949150085,0.002896740101277828,0.020134810358285904,5.837021350860596,0.00024906331243176253,1.1892417669604487,4774.857265604997,0.0002490762175258362,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.3373425239795781e-15,1.3962027413028793e-15,0.20085270702838898,posthoc_after_source_selection_rule_defined,0.006546909920871258,0.027635972946882248,7.46865701675415,0.00024905281698345516,1.1892417710578982,4775.058501494086,0.0002490762101881432,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
0,SHUFFLED_LOCAL_RESPONSE,0.001,16,1.0,0.8899999856948853,0.7975000143051147,0.84375,0.7975000143051147,0.10285714268684387,0.44573378562927246,0.01808573491871357,0.7294088006019592,1.3792681694030762,0.729461669921875,0.008965961635112762,0.018763674423098564,4.140066623687744,0.0004654867653707623,1.991892147894473,4279.159572470169,0.0004655132341113957,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.0017766847449272e-15,9.80490504529088e-16,0.5763125419616699,posthoc_after_source_selection_rule_defined,0.007090960629284382,0.01808573491871357,4.670688629150391,0.00046548216414247346,1.991892183700082,4279.20194830582,0.0004655132465290301,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,0.0,0.0
1,ERM,0.0,2,0.125,0.7475000023841858,0.7174999713897705,0.7324999868869781,0.7174999713897705,0.27714285254478455,0.6755629777908325,0.0,0.27553823590278625,0.0,0.27553823590278625,0.009632112458348274,0.0866980031132698,16.684459686279297,8.316017202873427e-05,0.5376034949544043,6464.675118380546,8.316355784151617e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,4.0053627580973996e-16,2.064841166550802e-16,0.0020997815299779177,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,ERM,0.0,4,0.25,0.9049999713897705,0.7950000166893005,0.8499999940395355,0.7950000166893005,0.11142857372760773,0.6454814672470093,0.0,0.38784685730934143,0.0,0.38784685730934143,0.010207805782556534,0.09804344177246094,18.099258422851562,9.459489350884892e-05,0.5776070804477337,6106.112698289588,9.459715047601254e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.7606250068481384e-16,1.1499937256348917e-15,0.012087170965969563,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,ERM,0.0,8,0.5,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,0.5518192052841187,0.0,0.5911704301834106,0.0,0.5911704301834106,0.016497556120157242,0.08021380752325058,12.007966041564941,0.00018235099843468317,0.8746020491208534,4796.255883589964,0.0001823618461011475,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,7.306357651688461e-16,1.19145657136712e-16,0.10735063999891281,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,ERM,0.0,12,0.75,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,0.4389936923980713,0.0,0.6329420804977417,0.0,0.6329420804977417,0.03670743852853775,0.06126873940229416,6.761915683746338,0.0004375089581276934,1.7739475343100857,4054.6541993143214,0.00043752887681352366,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,3.045286700482229e-16,8.50319686425812e-16,0.4724487364292145,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,ERM,0.0,16,1.0,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,0.3860166668891907,0.0,0.4684295356273651,0.0,0.4684295356273651,0.07335509359836578,0.07640012353658676,6.183679580688477,0.0006680696741797111,2.6591940920729327,3980.414311333653,0.0006681149201749852,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,9.971344969277032e-16,1.815938367060647e-15,1.0473018884658813,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,IRMv1,0.001,2,0.125,0.7475000023841858,0.7174999713897705,0.7324999868869781,0.7174999713897705,0.27714285254478455,0.6755630373954773,0.0003271058085374534,0.27553826570510864,0.008706152439117432,0.2755296230316162,0.009632113389670849,0.08669738471508026,16.6845645904541,8.315985004239682e-05,0.5376035132307135,6464.700368707145,8.316355895399411e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.2016088113553134e-15,8.259364387005645e-16,0.002099779434502125,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,IRMv1,0.001,4,0.25,0.9049999713897705,0.7950000166893005,0.8499999940395355,0.7950000166893005,0.11142857372760773,0.6454815864562988,0.0021145769860595465,0.38784682750701904,0.03254910185933113,0.38781431317329407,0.010207806713879108,0.09803923219442368,18.09907341003418,9.459376281990839e-05,0.5776071111065677,6106.186009390921,9.459713867687489e-05,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,1.760625226451575e-16,0.0,0.01208712812513113,posthoc_after_source_selection_rule_defined,,,,,,,,,,
1,IRMv1,0.001,8,0.5,0.9150000214576721,0.8025000095367432,0.8587500154972076,0.8025000095367432,0.10571428388357162,0.5518193244934082,0.013795414008200169,0.5911726951599121,0.09722591936588287,0.5910784602165222,0.016497690230607986,0.08021266758441925,12.007657051086426,0.00018234137729464554,0.8746045543019294,4796.522694290366,0.00018236270030683955,linear-head cross-entropy Gauss-Newton/Hessian + trace damping,9.132904284944805e-16,3.5743564145969377e-16,0.10735166817903519,posthoc_after_source_selection_rule_defined,,,,,,,,,,
